tweet_id,review_text,hs,m_hs,annotation_id,created_at,updated_at,phase,lead_time,annotator_name,source,split_hs,split_m_hs
1458390361827578112,@TwitterUser Alle Haustiere abschaffen steht auch nicht drauf.,0,0,4997,2022-03-23T16:40:54.490993Z,2022-03-23T16:40:54.491010Z,3,3.373,1,gmhp7k,train,train
1476236130139966976,die großmutter aller copes,0,0,4996,2022-03-23T16:40:50.099859Z,2022-03-23T16:40:50.099883Z,3,2.966,1,gmhp7k,train,train
1289688253285581056,"@TwitterUser Uff, dabei waren es doch 1.300.000 Millionen laut Ihres Tweets",0,0,4995,2022-03-23T16:40:46.097176Z,2022-03-23T16:40:46.097203Z,3,4.802,1,gmhp7k,train,train
1472248109229084928,@TwitterUser Weiß nicht. Ich genieße rauchfreie Kneipen. Aber ob man das vorschreiben muss?,0,0,4994,2022-03-23T16:40:39.873261Z,2022-03-23T16:40:39.873285Z,3,4.761,1,gmhp7k,train,test
hasoc_de_1925,9-JÄHRIGE von Negroiden aus Nigeria brutal vergewaltigt,1,0,4993,2022-03-23T16:40:34.545703Z,2022-03-23T16:40:34.545721Z,3,24.433,1,hasoc_2019,train,train
1454115302149692928,@TwitterUser Es reicht aber auch nicht wenn nur einer den Fallschirm zieht und 180 den Schirm nicht ziehen!!!!,0,0,4992,2022-03-23T16:40:09.131618Z,2022-03-23T16:40:09.131636Z,3,10.118,1,gmhp7k,train,train
1481255274514158080,@TwitterUser Gut dass die Aktivisten sich aus dem Genpool verabschieden. Ich begrüße das!,1,0,4991,2022-03-23T16:39:58.303784Z,2022-03-23T16:39:58.303801Z,3,6.193,1,gmhp7k,train,train
1130129526892244992,"@TwitterUser du bist ein fauler sack, zieh es doch einfach durch",1,0,4990,2022-03-23T16:39:51.602108Z,2022-03-23T16:39:51.602126Z,3,5.465,1,hasoc_2020,test,train
1476200510654976000,"@TwitterUser die ganze debatte angefacht von jemandem, der noch nicht ganz rt reif ist",0,0,4989,2022-03-23T16:39:45.392994Z,2022-03-23T16:39:45.393012Z,3,7.073,1,gmhp7k,train,train
hasoc_de_2423,"Imad  heute abend vor der @TwitterUser: „Zwischen dem  und der Mafia gibt es vor allem drei Gemeinsamkeiten: Man wird hineingeboren, man kann auch beitreten, aber keiner kann austreten.“ Austritt bedeutet das Todesurteil.",0,0,4988,2022-03-23T16:39:37.731072Z,2022-03-23T16:39:37.731097Z,3,18.101,1,hasoc_2019,train,train
1251819826047222016,"Pierre Vogel der ehrenlose Hund hat mein Kommentar unter seinem neuen Video ausgeblendet. Möge Allah (swt) ihn und seinen Terrorfreund, den Harz4-Penner Abul Baraa rechtleiten.",1,0,4987,2022-03-23T16:39:19.099099Z,2022-03-23T16:39:19.099115Z,3,16.618,1,gmhp7k,val,train
1083636274903351296,"@TwitterUser Achso... also stimmt das doch, dass Türken „Kameltreiber“, „Kümmelhändler“ und „vaterlandsloses Gesindel“ sind. Na gut, dass die AfD das aufgedeck und dabei nicht provoziert hat.",1,0,4986,2022-03-23T16:39:01.995880Z,2022-03-23T16:39:01.995903Z,3,12.997,1,10.1016/j.osnem.2020.100071,train,train
hasoc_de_2742,:  in  abgeschoben - Und  bekommen Reihenhäuser,0,0,4985,2022-03-23T16:38:47.892073Z,2022-03-23T16:38:47.892096Z,3,9.914,1,hasoc_2019,test,train
1476084413687640064,@TwitterUser Dürfen wir noch ohne Erlaubnis auf's Klo gehen?,0,0,4983,2022-03-23T16:38:08.249197Z,2022-03-23T16:38:08.249214Z,3,3.116,1,gmhp7k,val,train
1481921150632570880,@TwitterUser Wo denn?,0,0,4982,2022-03-23T16:38:04.550559Z,2022-03-23T16:38:04.550578Z,3,2.182,1,gmhp7k,train,train
1362012121047977984,@TwitterUser Die Viecher gehören weg. Lass die doch die Tierschützer vollkack....,0,0,4981,2022-03-23T16:38:01.786455Z,2022-03-23T16:38:01.786472Z,3,12.636,1,gmhp7k,train,train
1372094753890828032,@TwitterUser Einmal pro Woche würde ich mir diese Welt schon gönnen.,0,0,4980,2022-03-23T16:37:48.573622Z,2022-03-23T16:37:48.573640Z,3,5.194,1,gmhp7k,train,train
1452246261793440000,@TwitterUser Naise Sache. Könnte ein Staffelfinale im Roxau Game werde.,0,0,4979,2022-03-23T16:37:42.831167Z,2022-03-23T16:37:42.831190Z,3,4.374,1,gmhp7k,test,train
1477715687938342912,@TwitterUser Tu ich das?,0,0,4978,2022-03-23T16:37:37.803846Z,2022-03-23T16:37:37.803865Z,3,2.758,1,gmhp7k,train,train
1480887743655907072,"@TwitterUser Gute Entscheidung, mindestens zwei indoktrinierte Klimafaschisten weniger, ansonsten interessiert das doch keine Sau.",1,0,4977,2022-03-23T16:37:33.992245Z,2022-03-23T16:37:33.992269Z,3,14.998,1,gmhp7k,train,train
1478639118422880000,"@TwitterUser Haben Minderheiten Sonderrechte?  Nein, auf dieses Spiel sollten wir uns nicht einlassen.",0,0,4976,2022-03-23T16:37:18.279349Z,2022-03-23T16:37:18.279365Z,3,7.007,1,gmhp7k,train,train
1434611468377406976,@TwitterUser Bekifft Die Welt erklären ist so einfach,0,0,4975,2022-03-23T16:37:10.782940Z,2022-03-23T16:37:10.782958Z,3,3.566,1,gmhp7k,train,val
1090327630996557824,"@TwitterUser so ein mist,,, euch wünsche ich die pest an den hals,,ohne worte sowas",1,0,4973,2022-03-23T16:36:59.036639Z,2022-03-23T16:36:59.036661Z,3,7.995,1,10.1016/j.osnem.2020.100071,train,train
1478308382671086080,"darum bin ich im büro so beliebt, auch bei kanaken ... der mir und meiner familie gestern alles gute gewünscht hat ... ich hoffe das war keine drohung",1,0,4972,2022-03-23T16:36:50.546731Z,2022-03-23T16:36:50.546749Z,3,9.766,1,gmhp7k,train,train
1476538327818018824,"@TwitterUser Um den Erfolg dieses Mannes geht es doch garnicht sondern darum das ein Bundeskanzler auf alle Menschen im Land schauen muss und nicht nur die Interessen der Reichen vertreten sollte, (Zitat Schmid) Hure der Reichen.",1,1,4971,2022-03-23T16:36:40.262016Z,2022-03-23T16:36:40.262039Z,3,16.625,1,gmhp7k,train,train
1472290341554470912,@TwitterUser ihm wurde noch keine zugewiesen,0,0,4970,2022-03-23T16:36:23.092760Z,2022-03-23T16:36:23.092778Z,3,3.0,1,gmhp7k,train,train
1461374069115437056,"@TwitterUser dank, dänker, am dänksten",0,0,4969,2022-03-23T16:36:18.984684Z,2022-03-23T16:36:18.984701Z,3,3.589,1,gmhp7k,train,train
1285115960232467968,@TwitterUser Gibt´s Kommunikationsschwierigkeiten mit Hildmann?,0,0,4968,2022-03-23T16:36:14.776351Z,2022-03-23T16:36:14.776369Z,3,3.526,1,gmhp7k,train,train
1434549472147685120,@TwitterUser Ist das dieser Rezo?,0,0,4967,2022-03-23T16:36:10.505952Z,2022-03-23T16:36:10.505975Z,3,2.321,1,gmhp7k,train,train
1476604258103480064,@TwitterUser Ich bin frech 😝,0,0,4966,2022-03-23T16:36:07.129177Z,2022-03-23T16:36:07.129202Z,3,2.004,1,gmhp7k,train,train
1387450566146765056,@TwitterUser Noch mehr Patienten,0,0,4965,2022-03-23T16:36:04.404154Z,2022-03-23T16:36:04.404178Z,3,2.336,1,gmhp7k,train,train
1472655269649915904,@TwitterUser Ach quatsch.,0,0,4964,2022-03-23T16:36:01.145187Z,2022-03-23T16:36:01.145210Z,3,2.022,1,gmhp7k,train,train
1092854545909252096,@TwitterUser Steckt denen ihre Drecksmützen in ihre Fresse !,1,0,4963,2022-03-23T16:35:58.562714Z,2022-03-23T16:35:58.562737Z,3,7.554,1,10.1016/j.osnem.2020.100071,train,train
1241653954548764928,@TwitterUser Die Leute die das kaufen wollen es wahrscheinlich selbst hamstern. Wenn sie wirklich in Not wären würden sie keine lang haltbare Trockenhefe kaufen sondern Frischhefe und davon gibt es noch reichlich. Außerdem können sie noch jede Menge anderes essen bzw zum Bäcker gehen,0,0,4962,2022-03-23T16:35:50.500118Z,2022-03-23T16:35:50.500135Z,3,13.232,1,gmhp7k,train,train
1089958535797137408,"@TwitterUser Auch wenn es natürlich unmoralisch ist, einem sowas zu wünschen - aber denen möchte man wünschen, dass es bei ihnen zuhause brennt, wenn der Notruf gerade nicht funktioniert.",1,0,4961,2022-03-23T16:35:36.757614Z,2022-03-23T16:35:36.757631Z,3,9.742,1,10.1016/j.osnem.2020.100071,train,train
1475722972526789120,"@TwitterUser Das stimmt. Die Asylpolitik sorgt dafür, dass der Mittlere Osten zu uns kommt.",1,0,4960,2022-03-23T16:35:26.292051Z,2022-03-23T16:35:26.292073Z,3,8.518,1,gmhp7k,train,train
1227351701646171904,"Wer kennt sie nicht, die schwarzen Wikinger?",0,0,4958,2022-03-23T16:35:00.246061Z,2022-03-23T16:35:00.246078Z,3,8.17,1,gmhp7k,train,train
1362515141976276992,@TwitterUser Er wirkt wie ein komplett anderer Mensch,0,0,4957,2022-03-23T16:34:51.104863Z,2022-03-23T16:34:51.104886Z,3,4.033,1,gmhp7k,train,train
1424069172791808000,@TwitterUser Dann auch nicht mehr von rechtem Mord sprechen??,0,0,4956,2022-03-23T16:34:46.314783Z,2022-03-23T16:34:46.314822Z,3,7.322,1,gmhp7k,train,train
1465974556162724096,"@TwitterUser ""was interessiert mich mein geschwätz von gestern"" sollte als grundrecht für politiker in die verfassung aufgenommen werden.",0,0,4955,2022-03-23T16:34:38.389465Z,2022-03-23T16:34:38.389486Z,3,6.32,1,gmhp7k,train,train
1217926876288750080,@TwitterUser Ich HASSE Blumenkohl. Viel Spaß beim Melden.,0,0,4954,2022-03-23T16:34:31.538224Z,2022-03-23T16:34:31.538246Z,3,6.479,1,gmhp7k,train,train
1477680359810768896,@TwitterUser Nee. Uns alle.,0,0,4953,2022-03-23T16:34:24.547109Z,2022-03-23T16:34:24.547132Z,3,4.488,1,gmhp7k,val,train
1379068663165242880,@TwitterUser Machen wir seit 12 Monaten.,0,0,4952,2022-03-23T16:34:18.973003Z,2022-03-23T16:34:18.973024Z,3,2.541,1,gmhp7k,train,test
1458379260083716096,@TwitterUser Denken ist wohl nicht so deine Stärke.,0,0,4951,2022-03-23T16:34:15.806140Z,2022-03-23T16:34:15.806163Z,3,4.112,1,gmhp7k,val,test
1474458603037901056,"dem sohn die geschichte von ""neinhorn und der schlangeweile"" vorgelesen. jetzt erzählt er mir den kinderwitz aus dem buch zum 6000000 mal.",0,0,4950,2022-03-23T16:34:11.162453Z,2022-03-23T16:34:11.162475Z,3,12.825,1,gmhp7k,test,train
1126225203456093952,@TwitterUser Ich suche einen Safe-Space auf und weine,0,0,4949,2022-03-23T16:33:57.784022Z,2022-03-23T16:33:57.784039Z,3,4.782,1,gmhp7k,val,train
1242381143586078976,@TwitterUser Habe ich das behauptet?,0,0,4948,2022-03-23T16:33:52.130042Z,2022-03-23T16:33:52.130058Z,3,2.079,1,gmhp7k,train,train
1476526125631344896,@TwitterUser Ich leider nicht. Definitiv diskriminiert.,0,0,4947,2022-03-23T16:33:49.533705Z,2022-03-23T16:33:49.533721Z,3,3.444,1,gmhp7k,train,train
1386255259052518912,@TwitterUser Der erste Fehler.  Russland muss näher an Europa und nicht als Gegner betrachtet werden.,0,0,4946,2022-03-23T16:33:44.943687Z,2022-03-23T16:33:44.943704Z,3,5.716,1,gmhp7k,train,train
1416003616108862976,@TwitterUser Ihr seid dumme Ignoranten,1,0,4945,2022-03-23T16:33:38.285980Z,2022-03-23T16:33:38.286002Z,3,5.018,1,gmhp7k,train,train
1477057615884694016,Jede steigende Rakete ist ein Zeichen der Freiheit 🎆,0,0,4944,2022-03-23T16:33:32.727414Z,2022-03-23T16:33:32.727433Z,3,11.688,1,gmhp7k,train,train
1246057747042521088,@TwitterUser tschüsch lan,0,0,4943,2022-03-23T16:33:20.496790Z,2022-03-23T16:33:20.496814Z,3,13.464,1,gmhp7k,val,train
1476339404033728519,Guten Abend gnadenlose Zuhälterin und Geld Herrin ich stehe bereit für Sie zum anschaffen gehen in Bergisch Gladbach zu tabulose Straßenhure und Zahl Hure,1,1,4942,2022-03-23T16:33:06.404172Z,2022-03-23T16:33:06.404194Z,3,12.961,1,gmhp7k,val,train
1234159799614524928,@TwitterUser Das Ziel ist nicht Europa sondern Deutschland. Müssen Afghanen nicht wieder zurück nach dem neuen amerikan. Taliban. Friedensabkommen?,1,0,4941,2022-03-23T16:32:52.896882Z,2022-03-23T16:32:52.896898Z,3,19.86,1,gmhp7k,train,test
1429390032683601920,@TwitterUser Wdr . keine wahrheitspresse.,0,0,4939,2022-03-23T16:30:57.901104Z,2022-03-23T16:30:57.901142Z,3,3.918,1,gmhp7k,test,train
1476340658403221506,"@TwitterUser Wirde sie von bagfiz gefickt und sie ist eine Hoe, also sie würde safe mit mehreren ficken ohne das es sie jucken würde",1,1,4938,2022-03-23T16:30:53.233053Z,2022-03-23T16:30:53.233069Z,3,11.168,1,gmhp7k,train,train
1410695604339200000,@TwitterUser Ich bringe die innen mit.,0,0,4936,2022-03-23T16:30:29.285232Z,2022-03-23T16:30:29.285250Z,3,9.423,1,gmhp7k,val,test
1477718853862019072,@TwitterUser Wie sieht es mit den Impfquoten in Afrika aus?,0,0,4935,2022-03-23T16:30:05.341627Z,2022-03-23T16:30:05.341644Z,3,5.306,1,gmhp7k,train,train
1443987230050169088,"@TwitterUser Das ist erst der Anfang ,  unter rot grün wirds noch schlimmer.",0,0,4934,2022-03-23T16:29:58.934267Z,2022-03-23T16:29:58.934283Z,3,3.643,1,gmhp7k,train,train
1098926903572992002,"@TwitterUser Jetzt drehen sie ganz durch, diese Arschlöcher können von mir aus dort verrecken. Diese Idioten braucht niemand!!!",1,0,4933,2022-03-23T16:29:54.781472Z,2022-03-23T16:29:54.781495Z,3,6.984,1,10.1016/j.osnem.2020.100071,test,train
1361215962599591936,@TwitterUser Die haben keinen Plan für lockerungen sondern nur für weitere Einschränkungen. Sommerurlaub ade,0,0,4932,2022-03-23T16:29:47.291874Z,2022-03-23T16:29:47.291890Z,3,5.839,1,gmhp7k,train,train
1451875517041349120,@TwitterUser Was für ein netter junger Mann dieser fff Sprecher,0,0,4931,2022-03-23T16:29:40.945654Z,2022-03-23T16:29:40.945671Z,3,4.969,1,gmhp7k,train,train
1470722750083964928,@TwitterUser Mehr davon ist unterwegs 🎆,0,0,4929,2022-03-23T16:28:40.255750Z,2022-03-23T16:28:40.255767Z,3,2.727,1,gmhp7k,train,train
1405476895555194880,"@TwitterUser Einzige Lösung. Luftbrücke , dann ertrinkt auch niemand mehr. Und das ist Ernst gemeint von mir.",0,0,4928,2022-03-23T16:28:37.081404Z,2022-03-23T16:28:37.081428Z,3,5.589,1,gmhp7k,test,train
1290243170760945920,"@TwitterUser Uff, hatte aber gedacht es würde noch paar Tage dauern.",0,0,4927,2022-03-23T16:28:30.961726Z,2022-03-23T16:28:30.961744Z,3,4.266,1,gmhp7k,train,train
1475708903530902016,@TwitterUser Weil nicht jeder langfristig in einem islamischen Land leben möchte.,0,0,4926,2022-03-23T16:28:26.219205Z,2022-03-23T16:28:26.219228Z,3,4.206,1,gmhp7k,train,train
hasoc_de_2029,Muslime steinigen Frau. Das ist nicht 'rechts' sonder richtig wenn man solche  'Kulturen' nicht im Land haben will.,1,0,4925,2022-03-23T16:28:21.522372Z,2022-03-23T16:28:21.522388Z,3,11.448,1,hasoc_2019,train,train
1156619211705389056,"@TwitterUser Meine Erfahrung ist, dass Hassrede in Form von beleidigender Abwertung mit einem Like eurerseits unterstützt wird. Euer Helpdesk hat mir dabei null geholfen. :(",0,0,4924,2022-03-23T16:28:09.206964Z,2022-03-23T16:28:09.206980Z,3,13.192,1,gmhp7k,train,test
1124644312589984000,"Wenn man unterwegs ist, kommt es einem vor als gäbe es nur noch Idioten.",0,0,4923,2022-03-23T16:27:54.998964Z,2022-03-23T16:27:54.998980Z,3,5.832,1,gmhp7k,train,train
1456900837423436032,@TwitterUser Baut Trassen durch die Paläste eurer Eltern.,0,0,4922,2022-03-23T16:27:48.690088Z,2022-03-23T16:27:48.690103Z,3,5.717,1,gmhp7k,train,train
1415431888915795968,@TwitterUser nein danke,0,0,4921,2022-03-23T16:27:42.291679Z,2022-03-23T16:27:42.291698Z,3,4.058,1,gmhp7k,train,train
1480933946833654016,@TwitterUser Voll dafür 👍das diese Neurotikerinnen ihre Gene nicht weitergeben !,1,0,4920,2022-03-23T16:27:37.747580Z,2022-03-23T16:27:37.747597Z,3,7.649,1,gmhp7k,train,train
1475721809614062080,Und was haben wir davon? Werden dafür demnächst mal alle Maßnahmen aufgehoben?,0,0,4919,2022-03-23T16:27:29.592025Z,2022-03-23T16:27:29.592043Z,3,5.334,1,gmhp7k,train,train
1476300907553906696,@TwitterUser warst du bei der demo in münchen??,0,0,4918,2022-03-23T16:27:23.808695Z,2022-03-23T16:27:23.808711Z,3,3.463,1,gmhp7k,train,train
1085427844510085120,"@TwitterUser Vielleicht sollten wir auch anfangen Moslems zu töten! Auge um Auge, Zahn um Zahn!",1,0,4917,2022-03-23T16:27:19.803810Z,2022-03-23T16:27:19.803825Z,3,5.848,1,10.1016/j.osnem.2020.100071,train,train
1085142840542404608,"@TwitterUser Wir sind doch weltoffen und wünschen uns die Scharia. Warum schlagen wir ihm nicht den Hand ab,dann kann er keinen Stinkefinger mehr zeigen. Auch das einarmige Ferrari fahren wird zur Herausforderung. Das nennt man mit eigenen Waffen schlagen! Aber da wird Frau Roth dagegen sein.",1,0,4915,2022-03-23T16:27:05.763317Z,2022-03-23T16:27:05.763339Z,3,18.743,1,10.1016/j.osnem.2020.100071,train,train
1473044900044235008,@TwitterUser Den Ausnahmezustand solange wie möglich aufrecht erhalten um den Umbau der Gesellschaft effektiver voranzutreiben.,0,0,4914,2022-03-23T16:26:45.902178Z,2022-03-23T16:26:45.902200Z,3,6.695,1,gmhp7k,train,train
1461239799092764928,@TwitterUser Und   da kommt nur Müll bei rum wie man schon sehen kann,0,0,4913,2022-03-23T16:26:38.686790Z,2022-03-23T16:26:38.686807Z,3,4.162,1,gmhp7k,train,train
1136279288314049024,@TwitterUser Kann jemand dem Zwerg bitte das Mikrofon wegnehmen? Wir müssen dringend Strom sparen!!! Klimapanik jetzt!!!,0,0,4912,2022-03-23T16:26:34.008052Z,2022-03-23T16:26:34.008073Z,3,6.811,1,gmhp7k,train,train
1480965950958711040,@TwitterUser Exzellent. Dann stirbt dieses wohlstandsverwahrloste Taugenichts-Milieau hoffentlich aus.,1,0,4911,2022-03-23T16:26:26.567285Z,2022-03-23T16:26:26.567302Z,3,7.587,1,gmhp7k,train,train
1133685998901244032,"Menno! Ich bin erkältet! Wo ist denn der scheiß Klimawandel, wenn man ihn mal braucht?! Scheiß Grüne! 😤😭🤒😷🤧",0,0,4910,2022-03-23T16:26:18.246069Z,2022-03-23T16:26:18.246085Z,3,5.517,1,gmhp7k,train,train
1136880852993040000,"@TwitterUser Keiner. Dann zeigen die Grün Alternativen für Deutschland ihr wahres Gesicht, wenm die mit Kommunisten gemeinsame Sache machen wollen.",0,0,4909,2022-03-23T16:26:12.159146Z,2022-03-23T16:26:12.159163Z,3,160.849,1,gmhp7k,val,train
1466117647859425024,"@TwitterUser bei uns regieren die guten, der richtige sozialismus wurde noch nie versucht, usw. usf.",0,0,4908,2022-03-23T16:23:30.711510Z,2022-03-23T16:23:30.711531Z,3,8.748,1,gmhp7k,train,train
1477665941584548096,@TwitterUser Bin kein Boy mehr 😁,0,0,4907,2022-03-23T16:23:21.465959Z,2022-03-23T16:23:21.465976Z,3,3.362,1,gmhp7k,train,train
1479436496960638976,paschto als amtssprache in deutschland,0,0,4906,2022-03-23T16:23:17.603609Z,2022-03-23T16:23:17.603626Z,3,33.518,1,gmhp7k,train,val
1483414953428200960,"@TwitterUser Ja, geht mir auch so.",0,0,4905,2022-03-23T16:22:43.617974Z,2022-03-23T16:22:43.617990Z,3,2.552,1,gmhp7k,train,train
hasoc_de_1221,"ARD-Clown (@TwitterUser) erklärt @TwitterUser und die FDP zu 'Feinden des Systems'.  Die Masken fallen, die wahre Fratze wird immer sichtbarer.",0,0,4904,2022-03-23T16:22:40.268323Z,2022-03-23T16:22:40.268347Z,3,24.7,1,hasoc_2019,train,train
1473943638182931968,@TwitterUser palmer gehört übrigens auch der gilde der kaufleute an,0,0,4903,2022-03-23T16:22:15.031912Z,2022-03-23T16:22:15.031928Z,3,8.005,1,gmhp7k,train,train
1447270528088257024,"@TwitterUser Apartheid ist also ""total super""? Junge junge ...",0,0,4902,2022-03-23T16:22:06.222904Z,2022-03-23T16:22:06.222927Z,3,11.238,1,gmhp7k,train,test
1479754032705150976,"@TwitterUser Nein. Es bedeutet, dass sich der Wind dreht.",0,0,4901,2022-03-23T16:21:54.098368Z,2022-03-23T16:21:54.098387Z,3,3.289,1,gmhp7k,train,train
1199642542897345024,@TwitterUser Wehrmacht denn sowas?,0,0,4900,2022-03-23T16:21:50.359258Z,2022-03-23T16:21:50.359275Z,3,2.882,1,gmhp7k,val,train
1476256282713673733,@TwitterUser Musst du auch Ausweis für Red Bull zeigen wenn du ungeschminkt in Sportsachen an der Kasse stehst?,0,0,4899,2022-03-23T16:21:46.966193Z,2022-03-23T16:21:46.966209Z,3,8.168,1,gmhp7k,train,train
1419381302424444928,@TwitterUser Diese Frau ist untragbar und hat in einem offenen diversen Deutschland nichts verloren.,0,0,4898,2022-03-23T16:21:38.291967Z,2022-03-23T16:21:38.291986Z,3,15.409,1,gmhp7k,val,train
1477709434474356992,@TwitterUser Es beschreibt ja ein Ziel.,0,0,4897,2022-03-23T16:21:22.370390Z,2022-03-23T16:21:22.370408Z,3,2.371,1,gmhp7k,val,train
1438882175089357056,@TwitterUser Nee einen Schuss.,0,0,4896,2022-03-23T16:21:18.880211Z,2022-03-23T16:21:18.880227Z,3,2.776,1,gmhp7k,train,train
1228346321209318912,@TwitterUser Ich wünsche einen dicken Baum frontal  . ohne Gurt am besten.,1,0,4895,2022-03-23T16:21:15.642159Z,2022-03-23T16:21:15.642183Z,3,8.036,1,gmhp7k,train,train
1480831784464092928,@TwitterUser Wie putzig 🤗,0,0,4894,2022-03-23T16:21:07.213730Z,2022-03-23T16:21:07.213747Z,3,2.094,1,gmhp7k,train,train
1386242939354033920,"@TwitterUser Nur mit Ökostrom wird in den nächsten 20 Jahren nicht möglich sein, stabile Energieversorgung zu gewährleisten.",0,0,4893,2022-03-23T16:21:04.694581Z,2022-03-23T16:21:04.694599Z,3,5.766,1,gmhp7k,train,train
1476891673900761088,@TwitterUser Käse ist schlecht geworden Milch ☝️,0,0,4892,2022-03-23T16:20:58.499808Z,2022-03-23T16:20:58.499830Z,3,3.31,1,gmhp7k,train,train
1478722487479374080,@TwitterUser Dass stimmt.,0,0,4891,2022-03-23T16:20:54.687304Z,2022-03-23T16:20:54.687329Z,3,1.671,1,gmhp7k,train,train
1290567271270711040,"Dr. Bodo Schiffmann, Schwindler aus Leidenschaft, zeigt wie Recherche bei ihm funktioniert:",0,0,4890,2022-03-23T16:20:52.558383Z,2022-03-23T16:20:52.558405Z,3,10.534,1,gmhp7k,test,train
1476546300648771601,@TwitterUser geh nach Hause und lass dich wickeln,0,0,4889,2022-03-23T16:20:41.578391Z,2022-03-23T16:20:41.578415Z,3,2.593,1,gmhp7k,train,train
1476305338525749256,@TwitterUser ruf die polizei 😂 es ist nach 22 uhr!!!,0,0,4888,2022-03-23T16:20:38.462149Z,2022-03-23T16:20:38.462166Z,3,3.489,1,gmhp7k,val,train
1454078529818317056,@TwitterUser War das zufällig an der U-Bahnstation Paulanergarten?,0,0,4887,2022-03-23T16:20:34.082361Z,2022-03-23T16:20:34.082397Z,3,5.113,1,gmhp7k,train,train
1433839227536649984,@TwitterUser Bitte gendern. Baerziege,0,0,4886,2022-03-23T16:20:28.141065Z,2022-03-23T16:20:28.141093Z,3,5.07,1,gmhp7k,train,test
1408681579661168896,@TwitterUser Das war ein rassistischer Angriff wie es im umgekehrten Fall auch lauten würde oder etwa nicht?,0,0,4885,2022-03-23T16:20:22.645274Z,2022-03-23T16:20:22.645290Z,3,7.517,1,gmhp7k,train,train
1477721982623961088,@TwitterUser Scheint zu funktionieren.,0,0,4884,2022-03-23T16:20:14.702979Z,2022-03-23T16:20:14.703005Z,3,2.268,1,gmhp7k,train,val
1464276424798440960,stabiler als ganz rt,0,0,4883,2022-03-23T16:19:58.010796Z,2022-03-23T16:19:58.010814Z,3,3.814,1,gmhp7k,train,val
